One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14
2321,277,239
2514,943,545
1705,591,256
3006,1677,396
2126,270,208
3729,349,670
3098,290,556
4077,737,852
3979,528,1030
4226,420,299
2779,306,244
2308,304,343
2483,378,128
3282,488,87
2969,380,200
3459,251,148
4886,1671,663
987,221,446
1404,1585,77
2960,788,503
2314,248,509
2100,231,364
3328,1040,889
4458,654,850
2428,429,185
2598,313,179
3128,558,442
2146,326,143
3806,653,148
4628,373,426
3679,720,1783
3131,679,913
3819,417,303
3347,460,186
2463,263,106
2281,250,95
2851,443,165
4122,388,619
3112,667,556
3097,852,130
3499,601,138
1643,117,106
1952,127,170
2764,424,126
3853,427,694
1284,232,339
3406,414,1079
3448,404,1172
1867,244,349
2417,419,261
3394,825,602
3239,575,550
3898,547,425
2350,402,182
2952,744,623
2393,452,522
2709,340,650
2657,508,224
4887,553,517
3575,521,537
2533,395,423
2553,431,302
3409,777,937
6929,858,900
4172,825,581
3835,881,400
2911,780,1136
1417,343,234
2965,662,362
4030,635,783
2510,469,294
3412,528,1157
2969,576,1113
5101,1218,728
5451,1208,1197
3206,676,780
4194,738,363
3942,769,591
2754,532,516
3052,760,333
2700,555,543
1734,245,480
3796,502,430
4245,768,213
3165,617,402
3483,459,354
4526,797,266
2982,661,293
4621,699,91
1721,487,150
1813,403,137
5493,1133,279
4510,933,166
5558,926,130
2595,644,505
4953,904,745
5028,978,1115
2187,499,296
3191,764,387
4538,889,873
4377,1197,987
3604,687,475
3486,543,501
5682,858,590
2930,758,276
2937,718,331
4308,968,288
2962,780,253
7207,1190,320
3560,834,263
3007,296,399
2928,590,404
2540,698,474
6090,1381,559
4156,706,546
3308,549,694
5843,1303,739
5105,836,387
3553,532,191
3852,736,455
3284,369,458
2900,449,128
3706,706,958
1855,442,60
3913,562,578
5243,917,726
4541,783,262
2973,569,474
3446,518,257
2902,810,277
2957,745,250
5079,1107,330
2548,584,537
3064,207,180
1240,325,289
2496,288,400
8216,961,627
3634,482,358
2680,1190,618
2717,533,769
4433,700,492
10199,1409,706
93,13,8
45,0,0
0,0,0
591,208,51
289,46,66
176,57,13
0,0,0
1840,617,1113
1125,279,510
2011,532,674
2625,585,543
1402,383,910
1411,159,548
3335,275,1239
5042,482,1891
4172,709,1254
3206,1081,610
3718,661,1106
2835,825,749
4323,665,332
3506,768,1244
3535,894,509
5634,594,1794
1611,141,547
2601,294,1119
2011,356,1073
3453,653,1232
2325,645,1065
3406,581,1480
1618,345,798
4150,414,1275
3014,464,1464
2319,635,1507
1210,311,595
1740,289,447
3259,594,1086
3975,820,1764
2870,232,1511
4010,486,1570
2376,833,385
3407,436,511
3401,1105,838
1994,618,771
2606,653,421
2403,563,499
4514,580,789
7553,1548,566
2427,907,353
2745,699,458
9261,2330,1523
2233,801,262
1688,665,379
3539,524,694
2284,513,349
2476,466,748
2370,430,389
2541,396,362
2690,595,683
3400,486,902
3290,785,1016
1033,244,173
2509,833,768
2339,454,471
1970,253,565
1803,431,649
3780,523,864
4174,1114,1332
2558,543,791
2439,629,826
1823,540,552
2981,713,1088
3986,816,1125
14693,3565,2332
2510,608,309
2330,501,596
2078,395,520
9411,1298,2119
4524,624,1107
2438,564,1382
776,305,567
1333,370,347
9330,1401,874
5248,1101,1148
2539,681,276
3402,701,492
1343,275,273
4314,911,829
1058,418,33
2284,589,878
2203,375,373
3412,957,1145
3234,1304,579
4804,887,491
2442,364,769
2737,515,690
4049,382,767
2553,150,1469
2449,340,695
1812,525,302
2866,285,1338
4572,1183,1106
1762,386,521
2473,944,162
3006,789,852
3790,872,817
5911,865,575
4217,848,1141
4415,775,319
4537,850,168
4629,527,557
4283,779,771
2717,464,1230
2799,323,700
5846,1016,892
4398,1033,611
6982,916,954
4367,505,1206
3754,611,419
3242,559,817
2316,552,389
1440,247,182
2790,681,907
4069,472,901
2348,526,480
2034,277,673
2718,535,781
1881,318,937
2967,586,566
3396,729,691
4373,1385,308
5772,819,1295
16293,1884,1985
11665,1136,2089
4526,520,460
5970,687,482
9732,913,771
5002,917,949
2989,520,1118
5224,577,854
2346,301,444
2906,704,486
4997,439,409
2415,801,319
2232,397,552
1010,375,178
1665,196,101
2210,624,131
3385,611,1528
1203,337,272
4166,766,2189
5320,1310,363
3966,979,722
3853,847,828
2808,665,779
6545,1878,1296
2328,1308,403
1300,617,280
2945,1064,1002
1392,843,318
2377,978,660
819,249,231
3507,991,572
2003,605,603
3866,1222,854
8171,432,420
3491,272,322
3694,976,402
2640,255,296
2292,302,602
3712,652,663
1691,439,458
5757,998,563
5805,1275,1148
0,0,0
976,257,428
2911,470,173
569,80,186
2691,1132,461
3358,1308,147
1870,559,505
5134,1707,529
1962,839,318
5333,1706,1154
5209,1182,1323
3727,915,1012
4122,1008,2064
3479,960,526
6260,2840,733
4601,773,1290
6585,1730,1443
3544,760,742
3178,1066,1209
3806,963,354
5862,1376,670
4852,1163,864
6065,2070,728
50,16,0
3305,998,1359
1686,344,542
0,0,0
3646,737,642
2987,527,851
2672,850,496
2617,553,357
3392,604,676
5865,889,825
3831,847,734
5366,1231,1109
4911,968,1022
2857,806,285
5242,871,855
4209,1098,521
4540,773,923
6170,743,1755
4720,1180,976
3565,1083,371
3582,509,1479
2090,442,293
4606,980,402
2218,316,305
4795,984,500
3434,741,453
4963,991,363
3288,701,388
3948,725,593
6535,1141,463
2069,305,724
5298,802,1646
2911,536,498
5691,1416,426
4204,1019,307
6891,1163,417
4464,804,517
3475,650,225
2951,460,298
3751,369,429
3071,363,86
2900,483,430
5233,1213,326
4307,1183,292
4038,969,505
1467,354,290
3694,687,400
4317,783,295
2493,548,196
5977,588,1540
2190,415,167
2791,274,1198
3712,510,566
2415,774,246
1951,603,107
2014,530,114
3934,602,636
2154,783,222
6570,1435,347
2538,303,253
3427,412,108
3737,670,262
4578,717,484
3635,634,568
4691,962,50
4609,767,69
2129,522,59
4352,1019,809
4119,599,787
3065,447,577
5324,796,2443
2542,652,975
3610,918,368
2875,616,68
3064,412,145
1953,403,16
2772,611,160
1793,372,34
2548,605,104
2431,619,92
2649,709,581
2682,786,96
3409,872,147
3167,480,193
2418,617,346
2960,471,1058
2171,353,426
2246,586,238
2594,515,127
3142,423,34
2521,733,160
5453,864,215
3716,431,213
2074,456,96
3201,521,178
2858,681,196
2974,445,130
4341,684,430
3855,737,403
2145,305,183
3607,587,331
5817,825,329
4937,862,140
5130,1121,439
1901,496,150
1249,158,314
2879,545,200
3005,564,418
2975,439,8
3189,314,46
3805,861,306
2155,480,182
1319,233,53
4216,870,112
3661,704,42
3849,540,178
2326,446,280
3425,645,465
1776,240,447
4090,471,1211
923,223,125
2117,224,994
1477,356,340
6544,613,415
3371,494,147
4125,552,1491
3319,384,1428
4059,543,1898
2487,396,667
3215,580,1199
3607,271,1213
6125,815,1252
4237,867,659
5213,1033,262
2497,457,56
3669,896,211
3439,956,59
2113,441,26
1994,216,125
4095,433,821
3082,349,714
6838,617,2902
5621,610,1560
5772,474,1444
3936,480,123
3709,342,277
1616,337,81
2651,494,75
3776,670,107
2818,504,64
4995,1605,119
2065,387,115
2604,590,109
3223,618,418
4503,745,495
5069,701,424
6449,1578,692
2857,667,444
5338,542,286
4302,996,483
0,0,0
0,0,0
3381,1489,702
3570,878,950
2388,553,146
2240,1059,513
2147,372,736
2662,536,737
3252,718,372
2722,585,176
4363,1064,313
2891,811,690
4650,1315,270
2949,334,1451
3756,547,3041
2254,529,526
3305,1018,1262
3060,393,1271
2818,263,2253
2106,609,577
3117,599,1633
3019,928,338
5554,1108,724
2355,826,140
2610,623,189
2276,771,222
3484,989,612
3371,751,929
1929,451,729
3211,648,569
740,118,213
4628,883,1434
3960,1200,724
1821,493,309
4454,1116,684
3917,1018,430
1746,367,199
7144,1612,1091
4507,948,975
2596,973,472
3123,755,662
3459,733,759
1980,633,485
1917,678,167
2285,379,1066
1622,272,683
2738,370,975
2757,884,1596
2646,513,1570
1997,295,1098
4140,544,827
3958,1096,656
3364,495,2174
3654,381,2079
4199,612,2637
5758,1266,1423
8476,1154,3045
3962,368,2655
4747,492,3617
5086,645,1651
60,4,44
2261,338,12
5504,443,2072
2536,589,923
2719,668,711
4353,588,1570
1430,472,372
1592,447,478
5187,1082,606
1385,433,311
4078,2247,700
3081,1150,592
2592,869,464
3117,773,494
4463,802,515
2399,923,316
2276,697,97
349,47,75
6673,2470,393
4554,1260,776
3919,1646,462
3738,909,278
5536,789,577
1622,347,258
4246,640,662
3869,734,361
4080,767,582
2285,944,231
2372,647,316
8,0,0
0,0,0
0,0,0
5774,516,708
3812,332,725
2749,146,604
1859,240,308
4337,659,355
3845,458,453
2296,525,516
3242,457,275
4056,854,631
2652,693,1087
3260,353,818
3523,708,685
3069,357,1103
3209,814,422
2335,266,740
1997,356,765
2938,372,1366
2690,415,1058
4789,474,1158
3569,186,1218
3535,498,1053
4181,743,780
4219,705,953
3791,417,1303
4084,643,438
5112,592,1655
5027,729,1331
2622,353,168
2539,558,193
2382,451,319
5878,723,428
5152,822,406
2219,499,145
1854,372,212
3466,367,275
3570,669,351
5460,1176,803
3531,549,278
5060,976,616
5612,1300,362
4050,803,307
3395,580,309
2804,737,278
5416,856,457
4116,665,645
2564,580,282
3474,631,109
2923,491,142
4499,786,277
1697,400,357
6076,736,1091
3322,327,1278
4104,435,780
2880,391,492
3909,312,832
4641,975,449
3851,763,356
2500,209,721
3831,529,1236
3348,376,729
1696,492,614
2989,465,426
5787,903,1360
3344,438,378
2983,528,652
3274,499,558
3888,613,854
3156,576,476
2955,524,850
5889,977,1277
3205,404,822
3243,350,1070
4242,682,1513
4321,1142,1309
2918,491,877
2750,578,352
3641,469,96
5668,983,1367
3350,837,586
2795,609,617
3542,581,544
2757,390,326
3960,502,411
5937,853,446
3784,746,697
2996,373,80
7046,831,223
2591,788,176
3214,2052,190
3582,359,469
7897,774,302
2691,346,596
2720,399,684
3193,512,876
3546,777,1188
3995,607,1362
4185,634,1254
1478,277,615
4356,762,1570
3087,397,585
3576,681,1633
2930,396,548
1769,299,887
3362,574,1258
2571,655,866
3782,666,1006
1889,406,267
3766,929,1054
2614,497,804
3375,520,1008
2469,541,670
1926,580,424
4938,1382,1410
3520,682,507
4100,829,644
4675,341,981
2757,538,485
4127,845,970
4224,809,1072
3302,437,873
4170,564,1232
4072,632,517
3623,851,253
4237,897,539
3556,734,162
6041,872,398
3489,784,419
5116,935,651
4078,540,643
3495,606,536
3566,633,855
5958,930,835
2221,530,210
4351,642,413
4493,309,454
5229,506,579
3387,716,761
4243,735,751
3964,424,835
1410,261,105
5074,500,250
4206,504,483
2997,340,214
265,47,52
3791,673,884
3665,732,413
3379,764,478
2958,579,315
1920,389,248
6551,484,545
4119,606,443
4643,564,499
4242,704,786
609,81,161
1444,85,306
555,42,0
4161,623,677
4774,671,348
4954,1004,396
2016,378,362
9201,404,206
7966,1107,831
3861,226,76
3229,368,459
5059,244,44
5562,648,1054
2401,381,274
4685,821,1208
4427,431,334
3425,394,849
3224,453,215
4385,557,1420
2326,536,285
4886,732,620
5381,553,276
2125,412,314
4988,436,486
3359,407,285
3231,556,265
5642,444,460
3139,449,202
5489,1094,654
3303,565,360
3617,633,491
2976,566,203
3892,639,276
5769,926,261
5035,366,1101
4460,885,447
4334,691,544
5078,775,400
4272,320,1105
5673,635,1258
3419,684,664
4615,615,867
5620,433,2152
3475,384,430
4035,1205,748
3645,476,620
3206,748,301
6212,824,327
3116,471,444
3063,538,524
2855,364,292
4435,841,1008
2963,406,308
4969,725,279
4044,628,270
6040,778,502
2817,664,168
5424,1574,253
5097,1528,150
2390,452,154
2273,290,180
2405,507,183
3461,1037,107
2297,502,106
5407,1448,136
2132,444,98
4397,941,137
3084,721,207
4793,813,94
4732,986,108
3405,431,77
5746,1020,183
6265,1302,164
5112,608,259
4914,359,248
2691,270,111
4972,569,162
4278,521,299
2723,572,88
5305,343,832
3826,673,178
6643,1049,358
1814,329,199
5319,560,472
5895,677,73
2831,401,110
5878,1014,533
4329,578,193
3661,373,211
3240,803,99
1934,529,47
6340,653,1072
5634,926,378
2419,464,35
5099,808,255
5436,471,585
6102,959,962
3407,654,201
2883,68,99
4068,540,862
3177,326,157
4120,395,225
6352,820,463
4617,314,543
3266,268,690
4135,438,1332
6079,545,1748
4361,398,141
5367,815,1069
3487,413,475
3757,388,666
3654,345,683
3964,203,184
3605,515,362
3449,752,507
2521,437,300
2551,637,315
2482,177,412
2967,228,93
3478,395,743
5146,546,804
4186,424,696
2375,231,88
2455,341,197
4508,756,450
2305,365,158
1506,322,31
3965,912,224
4899,937,123
3065,620,121
2493,608,83
3492,711,116
3616,589,61
2736,469,49
3693,904,55
4869,884,639
4054,711,288
4437,1089,122
1381,566,26
1983,449,131
4420,740,279
5723,851,284
4619,786,167
4348,656,184
2812,663,183
3175,722,31
2814,521,73
6233,1085,286
2436,349,91
2366,651,122
3342,706,136
2611,384,47
3757,744,189
658,151,15
2048,660,111
3460,709,392
2382,457,83
3336,638,141
7286,879,346
2655,518,54
3643,934,393
4606,576,125
3646,643,69
4543,910,326
2433,461,733
3479,603,457
5671,637,615
5148,975,464
6630,1148,1085
3596,659,419
5144,752,999
4606,942,582
4403,605,954
4598,672,642
3376,534,453
2490,461,322
3035,466,469
2876,893,549
5069,1340,325
2333,505,87
3477,549,219
2729,403,366
5087,885,491
2579,416,102
3265,487,412
4296,263,483
2389,403,322
2289,245,340
3748,484,508
1926,335,554
4620,577,1597
4217,877,518
4531,614,458
3128,639,304
3532,664,730
949,315,453
3600,484,291
3182,417,417
5316,822,308
6086,827,727
4360,639,294
2821,340,771
2369,297,211
2610,180,142
3005,441,507
4535,648,1261
3395,808,658
4012,525,726
6919,573,327
6210,663,632
5087,628,1406
5682,1138,1603
3214,312,665
4716,791,760
1864,298,480
2401,279,1161
3271,495,957
6507,697,246
566,201,82
1691,327,85
5062,584,770
2302,464,406
6857,1219,349
4870,748,691
2793,482,276
1283,262,156
5645,596,1434
3056,629,418
5246,1068,1761
4179,851,670
2195,620,369
4701,1690,1202
6112,722,1747
5364,570,1585
5576,431,2234
4520,535,1422
4246,626,1374
4709,1384,1362
2368,320,763
3021,532,632
4649,548,364
1891,412,425
3987,560,503
3425,1294,688
3399,653,578
3230,469,310
4139,1401,209
6759,909,758
2458,590,295
2154,526,429
5108,941,290
3258,681,572
1735,314,254
3343,479,829
2464,532,521
3285,806,1025
4498,934,921
5038,852,1225
3054,791,792
4258,620,486
2994,449,214
4999,869,539
2537,501,335
4794,1298,624
1939,340,229
2490,593,265
2698,656,444
5467,1124,635
4085,709,1680
1655,353,460
1296,223,263
0,0,0
640,281,210
1107,553,398
2489,553,988
2655,908,525
3354,1014,715
1887,681,271
3813,1063,657
866,355,257
2792,633,498
2322,520,750
2614,926,602
3366,856,932
1828,658,210
3677,742,1000
1744,709,358
2556,1107,397
2406,955,625
1127,302,203
3679,1120,691
2184,466,370
3684,876,1247
3079,998,927
2542,807,637
2234,737,268
1951,419,357
3254,1175,1211
2329,608,713
1572,630,249
2231,582,583
1894,790,548
1867,679,197
1535,548,342
1717,660,274
3168,1237,308
3092,644,789
2755,1011,618
1120,375,350
4006,953,1193
2026,607,367
3867,1023,732
2891,609,459
2754,679,653
838,443,142
2852,1298,799
2081,1230,498
1317,529,512
2447,948,670
1865,830,428
1682,736,572
791,164,455
1095,432,449
2646,1059,687
405,229,141
1200,481,340
1124,403,310
2381,830,462
2622,968,394
1917,1218,291
2165,734,409
4388,1660,890
4050,1875,900
1233,472,318
847,391,209
2769,857,685
1322,727,198
5468,1141,542
3966,757,335
2553,429,650
2697,411,589
1605,224,432
1407,391,219
1934,609,430
3527,836,811
2973,357,362
3546,603,445
2234,547,577
2257,671,576
1315,370,302
1731,325,503
1899,384,1171
2086,265,624
1775,537,407
3598,1059,744
2559,296,816
1757,233,645
2075,371,791
2085,360,248
1321,710,422
3774,586,665
2939,536,395
3070,893,1232
3665,1023,1156
3577,568,1223
2782,886,627
2875,526,434
3938,876,602
4567,693,545
2544,538,193
3545,641,290
2701,614,118
2473,456,157
7129,1342,239
7947,1193,911
3605,991,264
2368,805,252
2102,771,80
3524,636,178
1993,677,365
3404,1590,444
2582,883,388
3213,756,295
2492,501,408
5425,1157,473
2586,498,997
3636,671,834
1850,558,396
1119,126,240
1943,588,447
4275,721,781
3314,996,995
2952,313,917
2777,473,939
2245,623,263
2218,513,418
5560,718,730
2883,696,389
3517,760,641
4097,815,937
3356,497,283
3515,765,638
1906,350,17
260,23,8
3305,993,267
4029,917,373
2803,413,372
2506,531,110
4330,1176,315
2256,2208,75
4579,823,278
3918,592,241
4586,707,542
3264,474,150
0,0,0
3453,800,960
3816,729,970
2323,339,353
4613,853,352
2347,906,456
3025,1138,286
3106,463,606
5042,717,975
2654,370,598
2580,374,73
1982,447,666
4392,1236,1069
4101,506,437
5537,698,607
4222,2942,1677
0,0,0
1749,545,246
4089,1071,539
2849,1386,613
2650,758,324
2403,1548,384
4223,785,1404
3865,755,1900
3017,495,718
3068,1104,599
2887,625,618
2882,723,382
4585,1181,953
4177,665,500
3087,936,324
3406,588,227
2768,680,711
3304,637,138
3524,698,681
3494,851,534
3784,664,542
3928,776,843
2646,485,198
2494,603,572
3634,1057,470
4496,1502,950
3673,785,485
2518,474,466
3556,387,801
3234,1086,1200
2086,713,505
3911,679,554
3002,1031,707
3891,647,687
4059,633,670
5686,700,676
5350,618,1328
6584,1142,1413
4777,1432,629
2563,778,139
2501,610,274
946,1426,73
1503,1593,109
4511,1157,927
4100,683,498
2236,447,532
1313,186,382
1702,374,487
2591,457,670
3967,1488,697
2075,929,377
3120,1051,255
7452,2006,252
3006,595,559
2466,561,417
6063,1600,297
4109,706,443
3935,675,446
4147,806,433
4326,796,1795
3446,632,1134
3398,696,999
2871,902,434
4035,732,637
4698,877,1285
3996,623,1552
4205,736,847
5559,1140,1016
4548,1198,1052
4050,506,1030
3288,425,822
2599,273,1150
6383,757,1647
8630,1207,2168
4275,1487,907
2912,592,351
3180,810,345
2904,1021,446
2863,741,407
3661,945,757
1894,664,522
2442,605,441
2393,678,555
2988,840,309
7725,1435,1383
2494,500,308
2497,657,110
3354,535,166
3146,646,494
3280,643,320
3576,1013,355
2604,491,1101
2712,801,686
1568,675,504
2560,742,615
2330,617,863
4323,1248,422
2427,558,503
664,605,57
1133,363,517
0,0,0
3430,816,666
3215,661,391
3998,972,563
5149,819,1001
6085,1525,1448
1252,232,509
1983,288,396
4057,700,957
4016,507,855
8369,1236,1224
3107,766,373
2941,1149,875
6215,838,753
3955,530,1073
6906,1220,1469
3422,738,1210
3280,780,455
6906,780,1383
3674,486,524
1963,293,800
3799,1442,874
2770,688,655
3842,890,1415
2902,771,659
2354,687,577
4487,832,523
4583,937,630
1673,885,286
4268,535,414
3099,988,670
4477,843,974
3816,539,801
14043,2250,2302
4023,1006,523
1565,677,559
2728,825,634
2385,428,739
3815,949,450
4574,954,1051
4756,1108,1011
3394,526,1286
4315,632,1228
2664,386,924
2027,273,475
1005,310,331
3205,922,547
2898,646,1008
4467,643,1431
2244,335,826
2796,424,619
2502,381,855
3970,561,1636
5416,567,1704
2407,303,1095
2374,225,972
3764,344,1361
4816,509,1090
2641,343,807
3179,519,948
2945,623,971
1835,440,319
2965,581,910
2602,555,454
2469,692,704
5458,882,1714
3946,519,1001
4207,851,1307
1896,509,418
3193,723,505
5553,916,930
7937,1002,1304
5200,846,1499
2819,451,564
3772,455,1120
12220,1487,2331
4145,542,1131
553,155,581
6591,1145,2832
2925,451,790
6910,746,1234
6497,1072,702
8960,1005,1340
2886,523,1160
3730,525,1192
1852,388,340
3873,1019,1820
2090,320,369
3131,754,685
2799,645,190
3215,588,930
5208,1466,503
1506,396,506
4174,883,831
2698,547,535
4510,810,1374
2462,851,863
2018,321,828
2234,715,854
1549,377,484
4294,588,1469
3638,940,686
2976,663,446
2908,294,262
4011,1008,1446
4427,1483,1241
4883,784,966
3391,1186,726
3340,1408,274
2726,775,417
2420,643,1106
3356,1042,1679
2680,429,322
968,308,280
1428,385,269
1784,516,270
2675,916,523
4912,1679,1328
3070,1044,960
3582,1525,538
2950,1071,905
3295,886,443
5398,1739,1186
2497,836,960
2088,852,739
4109,1279,930
5278,1625,830
1801,688,509
2603,766,833
1276,405,583
1701,683,685
476,169,126
3108,1122,760
5432,982,2924
1723,377,680
4489,989,1222
2280,289,1088
4032,572,1416
5567,642,1183
3884,501,1927
2900,363,764
3910,555,1659
1504,384,676
4030,552,1204
4892,637,1875
5082,706,1829
16376,1881,2628
4835,739,2610
1969,550,131
3895,800,946
4359,802,1676
686,306,213
6325,897,800
6129,1110,1007
3661,700,1482
3734,955,561
4156,628,1216
3839,526,1155
3142,659,1441
4306,663,963
4581,1172,660
5000,857,675
3357,676,657
2785,405,457
2901,827,451
3275,752,828
3934,1116,833
3371,1043,537
3367,714,300
6539,1186,924
1595,650,646
3200,446,583
1768,261,485
3453,846,1795
3451,559,1204
4077,719,1337
3338,632,667
4008,1009,989
938,412,415
9495,1108,1639
2541,533,1355
2526,318,1500
4102,505,1235
3372,1506,610
2464,241,943
1974,489,919
4047,859,746
3520,722,570
2287,775,1185
2444,350,795
2143,310,839
4391,403,1924
5171,793,2479
4996,1067,1127
2040,468,250
8491,1581,1221
4387,707,1549
4557,1196,1096
4075,744,1310
2289,397,656
2596,307,1391
4715,487,1891
4048,673,1213
49,24,48
5520,676,2369
1638,148,448
4140,915,2038
5069,710,1976
4564,586,1998
4126,575,1676
2179,761,488
2524,752,823
3019,1183,519
4848,1882,700
4014,2095,701
3912,1000,783
3097,1444,407
1681,1290,509
5159,2240,1102
1253,412,209
0,0,0
389,121,132
2115,239,439
5135,956,967
3731,486,755
3118,382,1116
5223,755,1216
1257,351,359
3606,620,1796
4004,381,1584
2842,382,531
5673,1147,1343
1560,598,370
1234,401,312
3750,834,833
2000,431,397
4427,1573,1260
